""
"AFM:AMAD","Amad for Inv and Real Estate Dev Co PSC","Amman Financial Market","Jordan","Real Estate","1488968.92655367231638","0.2607817000","1.08757062146893","19.558040"
"AFM:ASPMM","Arabian Steel Pipes Mfctrng Company PSC","Amman Financial Market","Jordan","Basic Materials","8430338.98305084745763","-0.4059106000","0.94632768361582","n/a"
"AFM:COHO","Contempro for Housing Projects PLC","Amman Financial Market","Jordan","Consumer Cyclicals","1129943.50282485875706","-0.7269028000","1.00282485875706","n/a"
"AFM:DAIF","Dar Al Aman for Islamic Finance PLC","Amman Financial Market","Jordan","Financials","1121892.65536723163842","13.1839300000","0.39548022598870","n/a"
"AFM:JITC","Jordan International Trading Center Co","Amman Financial Market","Jordan","Industrials","10920240.11299435028249","-0.0389168000","1.61016949152542","18.503490"
"AFM:JOMC","Jordanian Management and Cnsltncy Co PSC","Amman Financial Market","Jordan","Industrials","3318531.07344632768362","-0.1338463000","2.03389830508475","9.683280"
"AFM:JRCD","Jordanian Real Estate for Development","Amman Financial Market","Jordan","Real Estate","594081.92090395480226","0.0987722000","0.66384180790960","80.068140"
"AFM:PROF","Almehanya for Rel Este Invmts+Hsg Co PSC","Amman Financial Market","Jordan","Real Estate","3213545.19774011299435","-0.1187548000","0.62146892655367","758.620700"
"AFM:UCIC","United Cable Industries Company PSC","Amman Financial Market","Jordan","Industrials","44343418.07909604519774","-0.0695716000","0.67796610169492","10.788940"
"AKT:FOLLI","Follicum AB","Spotlight Stock Market","Sweden","Healthcare","23783.65857895651167","n/a","0.04609415716023","n/a"
"AMS:DGB","DGB Group NV","Euronext Amsterdam Stock Exchange","Netherlands","Utilities","1955896.67485971339795","0.2477811000","1.39127208644437","n/a"
"ASE:AAMC","Altisource Asset Management Corp","Nyse American LLC","Virgin Islands (U.S.)","Real Estate","0.00000000000000","n/a","23.90000000000000","0.342950"
"ASE:DXF","Dunxin Financial Holdings Ltd (ADR)","Nyse American LLC","China","Financials","16398400.00633223890338","-0.1083314000","1.49910958886860","2.899240"
"ASE:MSN","Emerson Radio Corp","Nyse American LLC","United States","Technology","7445000.00000000000000","0.1830605000","1.13000000000000","n/a"
"ASX:BEL","Bentley Capital Limited","Australian Stock Exchange Ltd","Australia","Financials","8969049.84354377066928","24.4461800000","0.06302739096261","0.620210"
"ASX:CAU","Cronos Australia Ltd","Australian Stock Exchange Ltd","Australia","Healthcare","1255238.68843706900387","12.6684700000","0.12234728833919","n/a"
"ASX:CCJ","County International Ltd","Australian Stock Exchange Ltd","Australia","Energy","1757.35195978110958","0.8372093000","n/a","n/a"
"ASX:CDR","Codrus Minerals Ltd","Australian Stock Exchange Ltd","Australia","Basic Materials","0.00000000000000","n/a","0.10010232682297","n/a"
"ASX:CLT","Cellnet Group Limited","Australian Stock Exchange Ltd","Australia","Consumer Cyclicals","71288428.17101926413667","-0.0008730000","0.04819741661847","4.070130"
"ASX:EAI","Ellerston Asian Investments Ltd","Australian Stock Exchange Ltd","Australia","Financials","29497360.26456674229954","2.1674270000","0.80452610816983","5.725900"
"ASX:EQX","Equatorial Resources Ltd","Australian Stock Exchange Ltd","Australia","Basic Materials","118906.73429134967597","-0.7713161000","0.14829974344144","n/a"
