""
"BAK:PG","Peoples Garment PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Consumer Cyclicals","16540796.13992762364294","-0.2126541000","0.19300361881785","477.968600"
"BAK:PSH","Pruksa Holding PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Real Estate","881916465.62123039806996","-0.2667872000","0.40108564535585","11.808370"
"BAK:RICHY","Richy Place 2002 PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Real Estate","24563365.50060313630881","-0.3176205000","0.04282267792521","9.835840"
"BAK:SAWANG","Sawang Export PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Consumer Cyclicals","2955215.01809408926417","0.1205120000","0.28648974668275","n/a"
"BAK:STHAI","Shun Thai Rubber Gloves Industry PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Healthcare","35665259.34861278648975","0.7848697000","n/a","n/a"
"BAK:TCOAT","Thai Coating Industrial PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Basic Materials","20941284.68033775633293","-0.1036119000","0.87454764776840","25.601190"
"BAK:THL","Tongkah Harbour PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Basic Materials","10446510.85645355850422","-0.2593613000","n/a","n/a"
"BAK:WORLD","World Corporation PCL","Stock Exchange of Thailand (Bangkok)","Thailand","Consumer Non-Cyclicals","5945575.99517490952955","n/a","n/a","n/a"
"BANJ:DEST-R-A","Hemijska Industrija Destilacija ad Teslc","Banjaluka Stock Exchange","Bosnia and Herzegovina","Energy","9544582.81444582814446","0.0310784000","0.13757931566151","18.368960"
"BANJ:KOMF-R-A","KP Komunalac a.d. Foca","Banjaluka Stock Exchange","Bosnia and Herzegovina","Industrials","582772.93482772934828","0.0500262000","0.02431358595742","0.879070"
"BANJ:LJUB-R-A","RZR Ljubija a.d. Prijedor","Banjaluka Stock Exchange","Bosnia and Herzegovina","Basic Materials","206724.78206724782067","-0.4883837000","0.26685643123999","29.840850"
"BANJ:RFUM-R-A","Rafinerija ulja a.d. Modrica","Banjaluka Stock Exchange","Bosnia and Herzegovina","Energy","6265118.89936547470794","-0.2153036000","0.05159224337307","n/a"
"BANJ:SGAS-R-A","Sarajevo Gas ad Istocno Sarajevo","Banjaluka Stock Exchange","Bosnia and Herzegovina","Utilities","2540449.50483306647690","0.0109616000","0.11860285832889","69.930070"
"BANJ:VKIF-R-A","PViK Izvor ad Foca","Banjaluka Stock Exchange","Bosnia and Herzegovina","Utilities","759763.98031192551740","0.0879855000","0.01482535729111","0.793650"
"BDP:FORRAS/T","Forras Vagyonkezelesi es Befektetes Nyrt","Budapest Stock Exchange","Hungary","Financials","6913177.21641815182586","-0.0415746000","3.94604909920109","12.852090"
"BEL:AGBC","Agrobacka ad Backa Topola","Belgrade Stock Exchange","Serbia","Consumer Non-Cyclicals","451693.15825846579129","-0.3774052000","2.46816072662652","n/a"
